speed_m_s,beta,core_radius_m,assumed_variation_length_m,air_mach,air_knudsen_proxy,air_reynolds_proxy,air_collision_rate_proxy,water_mach,water_length_over_mean_spacing,water_molecules_in_assumed_averaging_cube
5.466989554403594,1.0,0.00018291602536436383,0.00018291602536436383,0.015847092107631425,0.0003679283970113619,65.0291419823062,4.323215169179261e-06,0.003652697536919672,588654.0044386697,203976581112927.6
5.740375416212351,1.0,0.0001742046342780532,0.0001742046342780532,0.01663955217910127,0.00038632726551109125,65.0291419823062,4.766405145419377e-06,0.003835356723318364,560619.3079872611,176199289543149.72
6.027432390558118,1.0,0.0001659081239246225,0.0001659081239246225,0.01747164052815092,0.0004056461998845614,65.0291419823062,5.255028288261977e-06,0.004027150084676411,533919.7663113171,152204676959079.94
6.328844124052185,1.0,0.000158006735574288,0.000158006735574288,0.01834533883239478,0.00042593120954871204,65.0291419823062,5.793742132259267e-06,0.004228534390531843,508491.7925524055,131477622573186.64
6.645328450186231,1.0,0.00015048165150843308,0.00015048165150843308,0.01926272786651651,0.00044723060469753327,65.0291419823062,6.387681674348911e-06,0.004439989251939498,484274.82818157284,113573154142594.16
6.9776390989038655,1.0,0.0001433149502038723,0.0001433149502038723,0.02022599245778197,0.0004695951113562302,65.0291419823062,7.042508320421566e-06,0.004662018263698878,461211.1987748984,98106895222548.97
7.3265674916621375,1.0,0.00013648956365146863,0.00013648956365146863,0.02123742668936088,0.0004930779921888617,65.02914198230621,7.764463849595697e-06,0.004895150203701007,439245.9766577497,84746813301704.98
7.692944626258031,1.0,0.00012998923670745513,0.00012998923670745513,0.022299439363849077,0.0005177351733471655,65.0291419823062,8.560429910584704e-06,0.005139940292250591,418326.85009061615,73206091666667.3
8.077643055908869,1.0,0.00012379848838065346,0.00012379848838065346,0.023414559740003345,0.0005436253776626667,65.02914198230621,9.437993617273274e-06,0.005396971514362698,398403.99868498003,63236971967660.69
8.481578967299882,1.0,0.00011790257496339165,0.00011790257496339165,0.02458544355635111,0.0005708102644992819,65.02914198230621,1.0405519868757026e-05,0.0056668560081830485,379429.9747525148,54625435296384.2
8.905714362547995,1.0,0.00011228745491831518,0.00011228745491831518,0.025814879356020705,0.00059935457659948,65.0291419823062,1.1472231083196977e-05,0.005950236522838567,361359.59030504,47186607588444.3
9.35105935027834,1.0,0.00010693975543746648,0.00010693975543746648,0.027105795127855332,0.0006293262942737324,65.0291419823062,1.2648295105508503e-05,0.006247787949190179,344149.8094361109,40760790712695.93
9.818674551269805,1.0,0.00010184674059399133,0.00010184674059399133,0.028461265279626773,0.0006607967973004579,65.0291419823062,1.3944922126816918e-05,0.006560218927133405,327759.6458279456,35210034042181.8
10.309673624398894,1.0,9.699628101062268e-05,9.699628101062268e-05,0.02988451795995628,0.0006938410349220456,65.02914198230619,1.5374471539511887e-05,0.006888273533274704,312150.06513959257,30415172904520.06
10.82522591889761,1.0,9.237682497270556e-05,9.237682497270556e-05,0.03137894274638029,0.000728537704341809,65.02914198230621,1.6950569746438313e-05,0.007232733053002868,297283.8920438695,26273270332644.336
11.366559259241841,1.0,8.797737091696654e-05,8.797737091696654e-05,0.032948098717870467,0.0007649694381469761,65.02914198230619,1.8688240047175765e-05,0.007594417841175758,283125.7216916765,22695407194927.434
11.934962869302721,1.0,8.378744123050827e-05,8.378744123050827e-05,0.034595722931033544,0.000803223001104073,65.0291419823062,2.0604045839476808e-05,0.007974189275853782,269641.8353928293,19604773262793.277
12.531790442725034,1.0,7.97970572976283e-05,7.97970572976283e-05,0.036325739320177595,0.0008433894967953947,65.02914198230621,2.2716248500854294e-05,0.008372951809733043,256800.12031259804,16935018234501.541
13.158463366844947,1.0,7.5996715735036e-05,7.5996715735036e-05,0.03814226804244079,0.0008855645845886648,65.02914198230621,2.5044981455237745e-05,0.00879165512416379,244569.99299270657,14628827314580.096
13.816474107825098,1.0,7.237736575886898e-05,7.237736575886898e-05,0.0400496352902388,0.000929848707456629,65.0291419823062,2.761244208389485e-05,0.009231296390884134,232922.3265146507,12636690769179.057
14.507389765068968,1.0,6.89303876296072e-05,6.89303876296072e-05,0.04205238359439991,0.0009763473311891415,65.0291419823062,3.0443103309904603e-05,0.009692922646855505,221829.38113186863,10915841041933.768
15.232855803379623,1.0,6.564757212354994e-05,6.564757212354994e-05,0.04415528264252542,0.0010251711955674486,65.0291419823062,3.356394687299595e-05,0.010177633287855675,211264.73820556086,9429334612142.818
15.994599971751219,1.0,6.252110098196546e-05,6.252110098196546e-05,0.04636334063834002,0.0010764365780988573,65.02914198230619,3.700472051831771e-05,0.010686582686768033,201203.2372868218,8145258884422.499
16.794436418126235,1.0,5.95435282913513e-05,5.95435282913513e-05,0.048681816229085545,0.0011302655709398955,65.0291419823062,4.07982215506521e-05,0.011220982942802786,191620.91619524005,7036047083197.803
17.634270009917813,1.0,5.670776275046164e-05,5.670776275046164e-05,0.051116231029363315,0.0011867863716674687,65.02914198230621,4.4980609456897614e-05,0.01178210676819743,182494.95395126104,6077886444058.215
18.516100870587096,1.0,5.400705078186868e-05,5.400705078186868e-05,0.05367238277125237,0.0012461335885905114,65.02914198230621,4.959175057672601e-05,0.012371290519271532,173803.61642640023,5250206996920.416
19.442029143079566,1.0,5.143496044783742e-05,5.143496044783742e-05,0.05635635911202095,0.0013084485613292548,65.0291419823062,5.467559810679872e-05,0.0129899373790544,165526.20458186933,4535239966100.311
