case,h,time_ratio,radial_ratio,axial_ratio,speed_ratio,volume_ratio,energy_ratio,slenderness_ratio
h_zero_limit,0,0.00630957344480193,0.07943282347242814,0.07943282347242814,12.589254117941675,0.000501187233627272,0.07943282347242814,1.0
h_zero_limit,0,0.005623413251903491,0.07498942093324558,0.07498942093324558,13.33521432163324,0.0004216965034285823,0.07498942093324558,1.0
h_zero_limit,0,0.005011872336272719,0.07079457843841376,0.07079457843841376,14.125375446227547,0.0003548133892335751,0.07079457843841376,1.0
h_zero_limit,0,0.0044668359215096305,0.06683439175686146,0.06683439175686146,14.962356560944336,0.0002985382618917959,0.06683439175686146,1.0
h_zero_limit,0,0.003981071705534969,0.0630957344480193,0.0630957344480193,15.848931924611142,0.0002511886431509577,0.0630957344480193,1.0
h_zero_limit,0,0.0035481338923357532,0.059566214352901034,0.059566214352901034,16.788040181225607,0.00021134890398366455,0.059566214352901034,1.0
h_zero_limit,0,0.0031622776601683794,0.05623413251903491,0.05623413251903491,17.78279410038923,0.0001778279410038923,0.05623413251903491,1.0
h_zero_limit,0,0.002818382931264452,0.05308844442309882,0.05308844442309882,18.83649089489801,0.00014962356560944322,0.05308844442309882,1.0
h_zero_limit,0,0.0025118864315095794,0.05011872336272722,0.05011872336272722,19.952623149688797,0.00012589254117941666,0.05011872336272722,1.0
h_zero_limit,0,0.0022387211385683377,0.04731512589614803,0.04731512589614803,21.134890398366476,0.00010592537251772875,0.04731512589614803,1.0
h_zero_limit,0,0.001995262314968879,0.04466835921509631,0.04466835921509631,22.3872113856834,8.91250938133745e-05,0.04466835921509631,1.0
h_zero_limit,0,0.0017782794100389228,0.042169650342858224,0.042169650342858224,23.71373705661655,7.498942093324559e-05,0.042169650342858224,1.0
h_zero_limit,0,0.0015848931924611126,0.03981071705534971,0.03981071705534971,25.11886431509581,6.309573444801927e-05,0.03981071705534971,1.0
h_zero_limit,0,0.001412537544622754,0.03758374042884441,0.03758374042884441,26.6072505979881,5.308844442309882e-05,0.03758374042884441,1.0
h_zero_limit,0,0.0012589254117941662,0.03548133892335753,0.03548133892335753,28.18382931264455,4.466835921509626e-05,0.03548133892335753,1.0
h_zero_limit,0,0.001122018454301963,0.03349654391578276,0.03349654391578276,29.8538261891796,3.75837404288444e-05,0.03349654391578276,1.0
h_zero_limit,0,0.001,0.03162277660168379,0.03162277660168379,31.622776601683793,3.1622776601683795e-05,0.03162277660168379,1.0
h_zero_limit,0,0.000891250938133745,0.029853826189179585,0.029853826189179585,33.49654391578278,2.660725059798807e-05,0.029853826189179585,1.0
h_zero_limit,0,0.0007943282347242813,0.028183829312644536,0.028183829312644536,35.48133892335755,2.238721138568339e-05,0.028183829312644536,1.0
h_zero_limit,0,0.0007079457843841374,0.026607250597988085,0.026607250597988085,37.58374042884443,1.8836490894897984e-05,0.026607250597988085,1.0
h_zero_limit,0,0.000630957344480193,0.025118864315095794,0.025118864315095794,39.810717055349734,1.5848931924611124e-05,0.025118864315095794,1.0
h_zero_limit,0,0.0005623413251903491,0.023713737056616554,0.023713737056616554,42.169650342858226,1.333521432163324e-05,0.023713737056616554,1.0
h_zero_limit,0,0.000501187233627272,0.02238721138568339,0.02238721138568339,44.668359215096324,1.1220184543019625e-05,0.02238721138568339,1.0
h_zero_limit,0,0.00044668359215096305,0.021134890398366465,0.021134890398366465,47.315125896148054,9.440608762859232e-06,0.021134890398366465,1.0
h_zero_limit,0,0.0003981071705534969,0.01995262314968879,0.01995262314968879,50.11872336272725,7.943282347242805e-06,0.01995262314968879,1.0
h_zero_limit,0,0.0003548133892335753,0.018836490894898,0.018836490894898,53.08844442309884,6.683439175686142e-06,0.018836490894898,1.0
h_zero_limit,0,0.00031622776601683794,0.01778279410038923,0.01778279410038923,56.23413251903491,5.623413251903491e-06,0.01778279410038923,1.0
h_zero_limit,0,0.00028183829312644523,0.016788040181225598,0.016788040181225598,59.56621435290106,4.731512589614801e-06,0.016788040181225598,1.0
h_zero_limit,0,0.00025118864315095795,0.015848931924611134,0.015848931924611134,63.09573444801933,3.981071705534971e-06,0.015848931924611134,1.0
