peak_mach_exterior,center_density_deficit,center_density_ratio,center_temperature_ratio,center_pressure_ratio,center_incompressible_pressure_ratio,center_pressure_difference_over_exterior,max_local_mach,max_thermodynamic_kn_proxy,max_collision_shear_ratio
0.09859068455252328,0.013158703824428155,0.9868412961755718,0.9947155932119592,0.9816264253313427,0.9815045762418572,0.0001218490894855373,0.09868674952647773,1.0788460941021336e-06,5.979690527801668e-06
0.10102028844941993,0.013812506090911869,0.9861874939090881,0.9944519331409726,0.9807160597573439,0.9805817659934041,0.00013429376393980785,0.10112364454715128,1.1332638847940886e-06,6.127651854962356e-06
0.10350976590458026,0.014498649410601841,0.9855013505893981,0.9941751180204561,0.9797609215315338,0.9796129130715965,0.00014800845993734324,0.10362096718488713,1.1904577457098242e-06,6.27930538652034e-06
0.1060605924025406,0.015218718838936784,0.9847812811610632,0.9938844914926706,0.9787588428582639,0.9785957202243468,0.0001631226339170455,0.10618023511578575,1.2505725182878584e-06,6.434745637205057e-06
0.10867427978870633,0.015974375600944498,0.9840256243990555,0.9935793644515785,0.9777075544944812,0.9775277755805247,0.00017977891395648538,0.10880300560117648,1.3137609340058324e-06,6.594069724065515e-06
0.11135237716540543,0.016767360594558828,0.9832326394054411,0.993259013408902,0.9766046813672792,0.9764065469311568,0.0001981344361223769,0.11149087663157803,1.3801840783975371e-06,6.757377452084191e-06
0.11409647181002311,0.017599498038513628,0.9824005019614864,0.9929226787786553,0.9754477380410946,0.9752293757252936,0.00021836231580107945,0.11424548811199624,1.450011885820865e-06,6.924771403633215e-06
0.1169081901157633,0.01847269926896326,0.9815273007310368,0.9925695630760872,0.9742341240338563,0.9739934707663052,0.000240653267551183,0.11706852309062542,1.5234236673538021e-06,7.096357032012927e-06
0.11978919855559281,0.01938896668887671,0.9806110333111233,0.9921988290267605,0.9729611189820181,0.9726959015936615,0.0002652173883566089,0.11996170903315402,1.6006086744110997e-06,7.272242759331603e-06
0.12274120466994073,0.020350397874114468,0.9796496021258856,0.9918095975812862,0.9716258776551416,0.9713335915345017,0.00029228612063991743,0.12292681914502607,1.6817667009123297e-06,7.452540079005847e-06
0.12576595807873772,0.021359189839917865,0.9786408101600821,0.9914009458310058,0.9702254248215272,0.9699033104085202,0.00032211441300700194,0.1259656737441665,1.76710872709513e-06,7.637363663183548e-06
0.1288652515183958,0.02241764347131565,0.9775823565286843,0.9909719048196768,0.9687566499673388,0.9684016668688689,0.0003549830984699298,0.12908014168685383,1.85685760835865e-06,7.826831475415837e-06
0.13204092190434247,0.023528168120673796,0.9764718318793262,0.9905214572459766,0.9672163018727585,0.9668251003609183,0.00039120151184024454,0.13227214184960615,1.951248812844719e-06,8.021064888931264e-06
0.1352948514197391,0.024693286375278692,0.9753067136247213,0.9900485350513737,0.9656009830499249,0.9651698726798078,0.00043111037011711595,0.13554364467015118,2.0505312118220344e-06,8.220188810894953e-06
0.1386289686310293,0.025915638997440295,0.9740843610025597,0.9895520168876484,0.9639071440487992,0.9634320591067693,0.0004750849420298575,0.13889667375076659,2.154967927335878e-06,8.424331813067505e-06
0.14204524963097787,0.02719799003912432,0.9728020099608756,0.989030725458059,0.9621310776386629,0.9616075391032067,0.0005235385354561695,0.14233330752751505,2.264837242027387e-06,8.63362626931385e-06
0.1455457192098783,0.028543232132561467,0.9714567678674385,0.9884834247258473,0.9602689128747081,0.9596919865404655,0.0005769263342425557,0.1458556810091525,2.3804335765178e-06,8.848208500451109e-06
0.1491324520556225,0.029954391957626864,0.9700456080423732,0.9879088169834651,0.9583166090611469,0.9576808594421277,0.0006357496190192435,0.14946598758976629,2.502068540300609e-06,9.068218926967008e-06
0.15280757398334435,0.031434635886024125,0.9685653641139759,0.9873055397755737,0.956269949624474,0.955569389214508,0.0007005604099660223,0.15316648093950147,2.6300720626953604e-06,9.293802230187501e-06
0.15657326319536594,0.032987275801432334,0.9670127241985677,0.9866721626685191,0.954124535912977,0.953352569339817,0.0007719665731599212,0.15695947697806123,2.7647936110990774e-06,9.525107522523868e-06
0.16043175157219244,0.034615775093768265,0.9653842249062318,0.9860071838586235,0.9518757809413335,0.9510251435051822,0.0008506374361513247,0.1608473559360196,2.9066035045342498e-06,9.762288527486624e-06
0.16438532599532257,0.036323754824565936,0.963676245175434,0.9853090266112505,0.9495189031021918,0.9485815931393767,0.0009373099628150472,0.16483256450937842,3.055894331346844e-06,1.0005503770216706e-05
0.16843632970265646,0.03811500005916252,0.9618849999408374,0.9845760355222023,0.9470489198700236,0.946016124327708,0.001032795542315612,0.16891761811321346,3.213082480865653e-06,1.0254916779353844e-05
0.17258716367730575,0.039993466359889304,0.9600065336401107,0.9838064725925818,0.944460641526309,0.9433226540740365,0.0011379874522725597,0.1731051032407203,3.3786097999100664e-06,1.0510696301139484e-05
0.1768402880706284,0.04196328643277591,0.9580367135672241,0.9829985131078152,0.9417486649392791,0.940494795877353,0.0012538690619261494,0.1773976799344672,3.5529453862426516e-06,1.0773016526736781e-05
0.18119822366033236,0.04402877691836558,0.9559712230816344,0.982150241311061,0.9389073674360574,0.9375258445887136,0.0013815228473438301,0.18179808437721157,3.736587532424486e-06,1.1042057333845637e-05
0.18566355334451115,0.0461944453150838,0.9538055546849162,0.9812596458607505,0.9359309008101376,0.9344087605126268,0.0015221402975108544,0.18630913161022958,3.93006583506628e-06,1.1318004543795765e-05
0.19023892367249767,0.04846499702117715,0.9515350029788229,0.9803246150614846,0.9328131855127431,0.9311361527151959,0.0016770327975471622,0.19093371838776566,4.133943486201667e-06,1.1601050195418725e-05
