eta,Y,X,Phi,U,Pi,F_decimal,pressure_increment_decimal,log10_F,V0_over_X,angular_relative,axial_relative,pressure_relative
0.0,3.143333333333333,0.006139322916666666,0.9871310498530546,0.020305935286067042,-99.99999999993939,0.00009871310498530545473854556,6.061634955297496871145163e-11,-4.005625187300018,-4.954673217090759,5.649862242701265e-40,4.924597560602383e-41,4.1942297665536816e-40
0.0,3.2116666666666664,0.006272786458333333,0.9868406376895485,0.020313248148189265,-99.99999999993808,0.00009868406376895485223723759,6.191647281484908098378275e-11,-4.005752974746813,-4.975498929533729,9.049268249949464e-40,7.84973544326296e-41,6.7358137719305745e-40
0.0,3.28,0.00640625,0.9865497766129797,0.02032058932500651,-99.99999999993679,0.00009865497766129797171625505,6.321583049776821316185493e-11,-4.005880997423476,-4.996327859391393,1.4350460366664287e-39,1.2388822979737591e-40,1.0710311860514625e-39
0.0,3.348333333333333,0.006539713541666666,0.9862584669086192,0.020327958825470806,-99.99999999993548,0.00009862584669086191791254976,6.451442164560080599949364e-11,-4.006009255401374,-5.017160016433943,2.254101050769501e-39,1.9367520546248155e-40,1.6868123590836643e-39
0.0,3.4166666666666665,0.006673177083333333,0.9859667088626708,0.020335356658548544,-99.99999999993419,0.00009859667088626708059898414,6.581224530401352002544964e-11,-4.006137748751817,-5.03799541043404,3.508356358176771e-39,3.000228558971221e-40,2.6323985951907145e-39
0.0,3.485,0.006806640625,0.9856745027622703,0.02034278283322046,-99.9999999999329,0.00009856745027622703654335856,6.710930052047434439735309e-11,-4.006266477546045,-5.058834051166821,5.4127058373838845e-39,4.607108355581868e-40,4.072062098766465e-39
0.0,3.5533333333333332,0.0069401041666666665,0.9853818488954845,0.02035023735848168,-99.99999999993159,0.00009853818488954844885323575,6.840558634425579682172278e-11,-4.006395441855238,-5.079675948409898,8.280451328671327e-39,7.01527233983759e-40,6.24602133723565e-39
0.0,3.6216666666666666,0.007073567708333333,0.9850887475513097,0.020357720243341683,-99.9999999999303,0.00009850887475513096647278101,6.970110182643809090804202e-11,-4.006524641750514,-5.100521111943368,1.256499781960794e-38,1.059601193547005e-39,9.502958710935546e-39
0.0,3.69,0.00720703125,0.9847951990196713,0.020365231496824364,-99.999999999929,0.00009847951990196712422442274,7.099584601991225398445939e-11,-4.006654077302925,-5.1213695515498125,1.8917849601188436e-38,1.5880130317928985e-39,1.4345399824621014e-38
0.0,3.7583333333333333,0.007340494791666667,0.9845012035914225,0.020372771127968,-99.99999999992771,0.00009845012035914224151084313,7.228981797938327881639196e-11,-4.006783748583462,-5.1422212770143005,2.826876948701727e-38,2.362131440765751e-39,2.1492639892295579e-38
0.0,3.826666666666666,0.0074739583333333325,0.9842067615583432,0.02038033914582528,-99.99999999992642,0.00009842067615583432121952659,7.358301676137324091809057e-11,-4.006913655663053,-5.163076298124398,4.193589527349643e-38,3.488272003723321e-39,3.196746970571984e-38
0.0,3.8949999999999996,0.007607421874999999,0.9839118732131394,0.02038793555946332,-99.99999999992512,0.00009839118732131394702233851,7.487544142422446095420897e-11,-4.007043798612564,-5.183934624670168,6.177612086521782e-38,5.115458307420274e-39,4.721499960915373e-38
0.0,3.963333333333333,0.007740885416666666,0.9836165388494418,0.020395560377963654,-99.99999999992383,0.00009836165388494418333924126,7.616709102810252490682546e-11,-4.007174177502797,-5.20479626644417,9.038930264343096e-38,7.451307567669861e-39,6.926453839107145e-38
0.0,4.031666666666666,0.007874348958333333,0.9833207587618047,0.02040321361042226,-99.99999999992254,0.00009833207587618047145756173,7.74579646349994477110408e-11,-4.007304792404494,-5.225661233241475,1.313940426102388e-37,1.0783370836412733e-38,1.009489218674744e-37
0.0,4.1,0.0080078125,0.9830245332457053,0.02041089526594957,-99.99999999992126,0.00009830245332457052649891501,7.874806130873677397262414e-11,-4.007435643388334,-5.2465295348596594,1.897981742916868e-37,1.5507650675860252e-38,1.4620011134342993e-37
0.05,0.0,0.0,1.0,0.22,-99.50186876947282,4.004880184231565466018222e-27,0.0,-26.397410472365124,-3.978999997895,2.282861696226495e-82,2.5640378869383238e-82,0.0
0.05,0.06833333333333333,0.00013346354166666666,0.9896733971563472,0.22205800334330908,-99.50186876947282,3.963523377132590947983126e-27,2.118596235058834282260631e-57,-26.4019185759644,-3.998978357996534,1.988601915813291e-64,4.7382783685850644e-79,1.6434456653209046e-59
0.05,0.13666666666666666,0.0002669270833333333,0.9793609343813681,0.22411643848537666,-99.50186876947282,3.92222319931445136753079e-27,4.193467650160152452826934e-57,-26.406467695861377,-4.01895921091319,8.360591746549659e-58,1.98522691856062e-72,7.056285319367724e-53
0.05,0.205,0.000400390625,0.9690634219428812,0.22617530728234989,-99.50186876947282,3.880982895802677517929637e-27,6.225130838697498385272576e-57,-26.41105827127052,-4.038942564872993,6.271109129280911e-54,1.484561588004353e-68,5.4053540076514926e-49
0.05,0.2733333333333333,0.0005338541666666666,0.9587816654236578,0.22823461159088598,-99.50186876947282,3.839805692859746033616425e-27,8.2141038030698770334368e-57,-26.41569075184442,-4.05892842810532,3.5250604819238334e-51,8.318185511373541e-66,3.1031087912692035e-46
0.05,0.3416666666666667,0.0006673177083333333,0.9485164656446509,0.23029435326815323,-99.50186876947282,3.798694797677622795645921e-27,1.016090579595479736279952e-56,-26.420365597998067,-4.078916808840898,4.791011804361527e-49,1.1267430292516109e-63,4.307439844857402e-44
0.05,0.41,0.00080078125,0.9382686185889936,0.23235453417183158,-99.50186876947282,3.757653398073385128543036e-27,1.206605716285487109164691e-56,-26.425083281246184,-4.098907715311806,2.6529278330259323e-47,6.217074944400861e-62,2.4360758294116522e-42
0.05,0.4783333333333333,0.0009342447916666666,0.9280389153267742,0.23441515616011355,-99.50186876947282,3.716684662187953662719861e-27,1.39300791859637581282243e-56,-26.429844284554314,-4.118901155751474,7.905621907902285e-46,1.845810467626281e-60,7.414597118140433e-41
0.05,0.5466666666666666,0.0010677083333333333,0.9178281419405954,0.23647622109170496,-99.50186876947282,3.675791738187966784538348e-27,1.575349392939623271193154e-56,-26.434649102704306,-4.138897138394685,1.4969614860548652e-44,3.481604148540553e-59,1.43404240131356e-39
0.05,0.615,0.001201171875,0.9076370794519256,0.23853773082582572,-99.50186876947282,3.634977753970827820127862e-27,1.753682408582634400999732e-56,-26.439498242674897,-4.158895671477574,2.004880486507351e-43,4.6441064295469975e-58,1.9617982025523587e-38
0.05,0.6833333333333333,0.0013346354166666667,0.8974665037482514,0.24059968722221067,-99.50186876947282,3.594245816872956341991474e-27,1.928059282457664336667478e-56,-26.44439222403819,-4.1788967632376295,2.0433670201650194e-42,4.713375758524667e-57,2.042406892941735e-37
0.05,0.7516666666666666,0.0014680989583333332,0.8873171855110362,0.24266209214111037,-99.50186876947282,3.55359901338127284594362e-27,2.098532364120059143561795e-56,-26.4493315793728,-4.198900421913691,1.669742185162308e-41,3.834723688782e-56,1.7048723175838175e-36
0.05,0.82,0.0016015625,0.877189890144494,0.24472494744329182,-99.50186876947282,3.513040408847947667353596e-27,2.265154020859922218026097e-56,-26.454316854694525,-4.218906655745952,1.1369274538050713e-40,2.599220891672327e-55,1.1858757736168801e-35
0.05,0.8883333333333333,0.0017350260416666666,0.8670853777051862,0.2467882549900393,-99.50186876947282,3.47257304720844285702133e-27,2.427976622971226020200335e-56,-26.45934860990543,-4.238915472975961,6.642098270983224e-40,1.5113607417516582e-54,7.077732516868783e-35
0.05,0.9566666666666666,0.0018684895833333331,0.8570044028324475,0.2488520166431552,-99.50186876947282,3.432199950702875269747897e-27,2.587052529182291866668004e-56,-26.464427419262318,-4.258926881846618,3.4060102653655225e-39,7.712365823391192e-54,3.7079730155528405e-34
0.05,1.025,0.002001953125,0.8469477146796476,0.25091623426496074,-99.50186876947282,3.391924119600730239100284e-27,2.742434072251456598512657e-56,-26.46955387186559,-4.278940890602177,1.5609397242005168e-38,3.5166798158200613e-53,1.7361963115739884e-33
0.05,1.0933333333333333,0.0021354166666666665,0.836916056846297,0.25298090971829673,-99.50186876947282,3.351748531928953123628039e-27,2.894173544731653287682609e-56,-26.474728572169553,-4.298957507488248,6.486930048776178e-38,1.4538409145571454e-52,7.372169040639814e-33
0.05,1.1616666666666666,0.0022688802083333333,0.8269101673110033,0.2550460448665245,-99.50186876947282,3.311676143203445534191107e-27,3.042323184907533540924873e-56,-26.479952140515376,-4.3189767407517925,2.473826290597503e-37,5.514466796915781e-52,2.872704221823846e-32
0.05,1.23,0.00240234375,0.8169307783652838,0.2571116415735267,-99.50186876947282,3.271709886163994151925785e-27,3.186935162908652936310819e-56,-26.485225213687798,-4.3389985986411315,8.742866506259002e-37,1.9380733387991155e-51,1.0374435047410292e-31
0.05,1.2983333333333333,0.0025358072916666667,0.8069786165482422,0.2591777017037078,-99.50186876947282,3.231852670512657960123711e-27,3.32806156700214662352111e-56,-26.49054844549701,-4.359023089405936,2.8871979092731627e-36,6.363558041281989e-51,3.5010661094220066e-31
0.05,1.3666666666666667,0.0026692708333333334,0.7970544025821146,0.2612442271219953,-99.50186876947282,3.192107382655639171875125e-27,3.465754390068220479123595e-56,-26.49592250738698,-4.379050221297234,8.971580924606762e-36,1.965731714994836e-50,1.111811450290106e-30
0.05,1.4349999999999998,0.0028027343749999997,0.7871588513086928,0.2633112196938401,-99.50186876947282,3.152476885448664794651801e-27,3.600065516261673522233779e-56,-26.50134808907174,-4.399080002567411,2.638874972535992e-35,5.746854955230342e-50,3.342301788410828e-30
0.05,1.5033333333333332,0.0029361979166666664,0.7772926716266294,0.26537868128521774,-99.50186876947282,3.112964017945901195338891e-27,3.731046707862578898857566e-56,-26.50682589920115,-4.419112441470205,7.385033639039432e-35,1.5982473967865724e-49,9.56029549848417e-30
0.05,1.5716666666666665,0.003069661458333333,0.7674565664296321,0.2674466137626288,-99.50186876947282,3.073571595152429629898809e-27,3.858749592319126434647767e-56,-26.51235666605785,-4.439147546260713,1.9751468956541207e-34,4.247120298632183e-49,2.6135967479761386e-29
0.05,1.64,0.003203125,0.7576512325455519,0.26951501899309993,-99.50186876947282,3.034302407780302363836379e-27,3.983225649485552648448751e-56,-26.5179411382871,-4.459185325195387,5.068070227163167e-34,1.0825912185289634e-48,6.855380364130305e-29
0.05,1.7083333333333333,0.0033365885416666665,0.7478773606763722,0.27158389884418455,-99.50186876947282,2.995159222008206670761113e-27,4.104526199057952433627272e-56,-26.523580085661465,-4.479225786532033,1.251869516607763e-33,2.6560133787857282e-48,1.731124208243762e-28
0.05,1.7766666666666666,0.0034700520833333332,0.7381356353391044,0.2736532551839636,-99.50186876947282,2.956144779244756205375702e-27,4.222702388210686051715407e-56,-26.529274299882303,-4.499268938529817,2.985739207292432e-33,6.29063495984185e-48,4.2211699726314065e-28
0.05,1.845,0.003603515625,0.728426734807594,0.27572308988104655,-99.50186876947282,2.917261795895434786334201e-27,4.337805179435970531923579e-56,-26.53502459542025,-4.519314789449263,6.894085727653444e-33,1.442156131784984e-47,9.965569639117207e-28
0.05,1.913333333333333,0.0037369791666666662,0.7187513310552451,0.2777934048045719,-99.50186876947282,2.878512963133213132700913e-27,4.449885338589152177550391e-56,-26.54083181039695,-4.539363347552247,1.544767358969351e-32,3.207839876675198e-47,2.283320166539481e-27
0.05,1.9816666666666665,0.003870442708333333,0.7091100896986667,0.2798642018242082,-99.50186876947282,2.839900946672858558189168e-27,4.558993423142050721118743e-56,-26.54669680751057,-4.559414621102008,3.366141310349426e-32,6.937713393613278e-47,5.088025668130697e-27
0.05,2.05,0.00400390625,0.6995036699422471,0.2819354828101546,-99.50186876947282,2.801428386548962541848292e-27,4.66517977064664446079534e-56,-26.552620475007636,-4.57946861836314,7.146807469527909e-32,1.4616732599049679e-46,1.1047865015198523e-26
0.05,2.118333333333333,0.004137369791666666,0.68993272452366,0.2840072496331421,-99.50186876947282,2.763097896897701327235083e-27,4.768494487411286628753783e-56,-26.55860372770409,-4.599525347601594,1.480977916375222e-31,3.0051084653289485e-46,2.3415394290704996e-26
0.05,2.1866666666666665,0.004270833333333333,0.6803978996603098,0.28607950416443384,-99.50186876947282,2.724912065742351634558496e-27,4.868987437391515222599195e-56,-26.564647508058552,-4.619584817084682,2.9999714430618163e-31,6.038380768002135e-46,4.851713253549368e-26
0.05,2.255,0.004404296875,0.6708998349967181,0.28815224827582614,-99.50186876947282,2.686873454782583256644121e-27,4.966708231297413198121455e-56,-26.570752787301036,-4.639647035081072,5.948818482690832e-31,1.187527383258724e-45,9.841777906907285e-26
0.05,2.3233333333333333,0.0045377604166666665,0.6614391635528579,0.29022548383964925,-99.50186876947282,2.648984599187542010128901e-27,5.061706215919390386823373e-56,-26.57692056662059,-4.659712009860793,1.1562389051991655e-30,2.288690229532329e-45,1.9570244064165937e-25
0.05,2.3916666666666666,0.004671223958333333,0.652016511673439,0.29229921272876824,-99.50186876947282,2.611248007392744855239774e-27,5.154030463674128485068463e-56,-26.583151878415624,-4.6797797496952285,2.2053496610444115e-30,4.3277245064572243e-45,3.8192158619314487e-25
0.05,2.46,0.0048046875,0.6426324989781499,0.2943734368165836,-99.50186876947282,2.57366616090080418270201e-27,5.243729762372336457502848e-56,-26.5894477876109,-4.699850262857127,4.132255074177599e-30,8.037617721458416e-45,7.322772281468119e-25
0.05,2.5283333333333333,0.004938151041666667,0.6332877383128599,0.2964481579770323,-99.50186876947282,2.536241514085997862771513e-27,5.330852605209857306921174e-56,-26.595809393045553,-4.719923557620591,7.613863238688456e-30,1.4676343577149127e-44,1.3807976911849323e-24
0.05,2.5966666666666667,0.005071614583333333,0.6239828357017855,0.29852337808458823,-99.50186876947282,2.49897649400270129792134e-27,5.415447180983560926977761e-56,-26.602237828936747,-4.739999642261086,1.3807836252271655e-29,2.637087816478088e-44,2.562910653854494e-24
0.05,2.665,0.005205078125,0.6147183903006251,0.30059909901426346,-99.50186876947282,2.461873500197698823265204e-27,5.49756136453334867101518e-56,-26.608734266424012,-4.7600785250554365,2.466678167572657e-29,4.666704114763296e-44,4.686524309270373e-24
0.05,2.7333333333333334,0.005338541666666667,0.6054949943506666,0.30267532264160857,-99.50186876947282,2.424934904526388250786503e-27,5.577242707411497191205997e-56,-26.61529991519963,-4.780160214281826,4.3441202867247246e-29,8.139731650590892e-44,8.449283804082097e-24
0.05,2.8016666666666663,0.005472005208333333,0.5963132331338704,0.3047520508427137,-99.50186876947282,2.388163050972895472849273e-27,5.654538428780455983014011e-56,-26.62193602523094,-4.800244718219797,7.54753402743835e-29,1.4003429789181208e-43,1.502980710734955e-23
0.05,2.8699999999999997,0.005605468749999999,0.5871736849289325,0.3068292854942094,-99.50186876947282,2.351560255474110515235936e-27,5.729495406540119609755386e-56,-26.62864388858082,-4.8203320451502565,1.294527268947075e-28,2.3777773205513467e-43,2.6396230610603892e-23
0.05,2.938333333333333,0.005738932291666666,0.5780769209683306,0.30890702847326723,-99.50186876947282,2.315128805747663873253281e-27,5.80216016868547457057916e-56,-26.635424841333165,-4.84042220335547,2.193254017907978e-28,3.987383138693816e-43,4.579896804279777e-23
0.05,3.0066666666666664,0.005872395833333333,0.5690235053963563,0.31098528165760075,-99.50186876947282,2.27887096112385044063109e-27,5.87257888489544039262046e-56,-26.64228026563071,-4.860515201119061,3.672726459010033e-28,6.607450489174047e-43,7.855008331854929e-23
0.05,3.0749999999999997,0.0060058593749999995,0.5600139952281377,0.31306404692546613,-99.50186876947282,2.242788952381518771296899e-27,5.940797358353598487906774e-56,-26.6492115918332,-4.880611046726019,6.081962241006024e-28,1.0825335549791003e-42,1.3324471498591076e-22
0.05,3.143333333333333,0.006139322916666666,0.5510489403096538,0.3151433261556631,-99.50186876947282,2.206884981587934979043509e-27,6.006861017801416204904108e-56,-26.65622030080452,-4.900709748462691,9.96489300215956e-28,1.7543948056745942e-42,2.236586525334626e-22
0.05,3.2116666666666664,0.006272786458333333,0.5421288832787453,0.3172231212275357,-99.50186876947282,2.171161221942634530154606e-27,6.070814909824462449955393e-56,-26.66330792633814,-4.920811314616788,1.6161426686506567e-27,2.8138103897051902e-42,3.716720247743424e-22
0.05,3.28,0.00640625,0.5332543595271236,0.3193034340209731,-99.50186876947282,2.135619817625272400122027e-27,6.132703691372014441610813e-56,-26.670476057731076,-4.940915753477381,2.595711830273829e-27,4.46821482435824e-42,6.117385873566509e-22
0.05,3.348333333333333,0.006539713541666666,0.5244258971633804,0.32138426641641027,-99.50186876947282,2.100262883647482837857609e-27,6.19257162251035207167998e-56,-26.677726342517463,-4.961023073334903,4.130312032044121e-27,7.027864922679324e-42,9.976666081578028e-22
0.05,3.4166666666666665,0.006673177083333333,0.515644016977001,0.32346562029482895,-99.50186876947282,2.065092505708756431595248e-27,6.250462559409941555645649e-56,-26.685060489373665,-4.981133282481151,6.513703508748133e-27,1.0952935239452138e-41,1.6128336986066448e-21
0.05,3.485,0.006806640625,0.5069092324033848,0.3255474975377584,-99.50186876947282,2.03011074005634917942095e-27,6.306419947566598105831893e-56,-26.692480271208144,-5.001246389209281,1.0184766799428043e-26,1.692049402553717e-41,2.58547019922643e-21
0.05,3.5533333333333332,0.0069401041666666665,0.498222049489872,0.3276299000272762,-99.50186876947282,1.995319613349226532028474e-27,6.360486815256638049842667e-56,-26.699987528450308,-5.021362401813813,1.579436966480449e-26,2.591907089292524e-41,4.111378234608132e-21
0.05,3.6216666666666666,0.007073567708333333,0.48958296686278185,0.32971282964600884,-99.50186876947282,1.960721122526054224316618e-27,6.412705767225917104543375e-56,-26.707584172553975,-5.041481328590631,2.4300954347520594e-26,3.938126603407455e-41,6.487495780140878e-21
0.05,3.69,0.00720703125,0.4809924756954634,0.331796288277133,-99.50186876947282,1.926317234677244208718181e-27,6.463118978612560363323793e-56,-26.715272189732456,-5.0616031778369805,3.710634057819866e-26,5.936847638659672e-41,1.0161190992572733e-20
0.05,3.7583333333333333,0.007340494791666667,0.47245105967735923,0.3338802778043758,-99.50186876947282,1.892109886921060787767243e-27,6.511768189103097667951033e-56,-26.72305364494394,-5.08172795785147,5.624752791627736e-26,8.882658722790433e-41,1.580225278668551e-20
0.05,3.826666666666666,0.0074739583333333325,0.4639591949840861,0.33596480011201596,-99.50186876947282,1.858100986283795566000071e-27,6.558694697321616918217915e-56,-26.730930686147566,-5.101855676934072,8.46492197117535e-26,1.3193772806957735e-40,2.4407464677351233e-20
0.05,3.8949999999999996,0.007607421874999999,0.455517350248532,0.33804985708488455,-99.50186876947282,1.824292409584015362171738e-27,6.603939355451459851132497e-56,-26.73890554885261,-5.121986343386121,1.2652335458557415e-25,1.9460133466568845e-40,3.745173328403517e-20
0.05,3.963333333333333,0.007740885416666666,0.4471259865329731,0.3401354506083657,-99.50186876947282,1.790686003320893686511916e-27,6.647542564088882357531922e-56,-26.74698056098533,-5.142119965510316,1.8788336136950944e-25,2.8508831512392486e-40,5.710543247856496e-20
0.05,4.031666666666666,0.007874348958333333,0.43878555730220964,0.3422215825683974,-99.50186876947282,1.757283583566623421037291e-27,6.68954426732802660000303e-56,-26.755158148100513,-5.16225655161072,2.7725446374569916e-25,4.149257375750072e-40,8.65455217599862e-20
0.05,4.1,0.0080078125,0.4304965083977235,0.3443082548514724,-99.50186876947282,1.724086935862920744224658e-27,6.729983948076443584032714e-56,-26.76344083896744,-5.1823961099927605,4.0666717692338594e-25,6.000869479088855e-40,1.3039892344720435e-19
0.2,0.0,0.0,1.0,0.82,-92.45562130177515,1.332423104447496860054863e-81,0.0,-80.87535784517401,-3.6759999660799973,3.709881399845899e-82,2.8751915666301895e-82,0.0
0.2,0.06833333333333333,0.00013346354166666666,0.9836896404426476,0.8272797310801665,-92.45562130177515,1.310690804531434475597417e-81,2.330973403080817340786879e-166,-80.88249974745813,-3.686842300254446,6.231864536976714e-62,3.5362456825783836e-77,7.170993946499254e-57
0.2,0.13666666666666666,0.0002669270833333333,0.9674742507855831,0.8345605137886839,-92.45562130177515,1.289085044704742872119425e-81,4.586133446135501190512527e-166,-80.88971843002625,-3.697684184790095,2.640046491663531e-55,1.4828890635226952e-70,3.1064218424989563e-50
0.2,0.205,0.000400390625,0.9513551230124125,0.8418423515830764,-92.45562130177515,1.267607546436228966061213e-81,6.767168196205293378169939e-166,-80.89701518399274,-3.7085256147559553,1.9955237562386433e-51,1.1091997642185714e-66,2.4012855714966062e-46
0.2,0.2733333333333333,0.0005338541666666666,0.9353335258884773,0.8491252479200109,-92.45562130177515,1.246260000258148131354286e-81,8.875749467004257737640188e-166,-80.90439134379402,-3.7193665852170494,1.1304508019691936e-48,6.21661626298912e-64,1.391325921504353e-43
0.2,0.3416666666666667,0.0006673177083333333,0.9194107048683604,0.8564092062552885,-92.45562130177515,1.225044065642962067147693e-81,1.091353245895608775918314e-165,-80.91184828915955,-3.730207091234402,1.5485329989269125e-46,8.422967278381374e-62,1.9495840383308625e-41
0.2,0.41,0.00080078125,0.903587882008098,0.863694230043837,-92.45562130177515,1.203961370886368492341201e-81,1.288215541350951750584884e-165,-80.91938744719782,-3.7410471278650266,8.642978307014176e-45,4.6488119243140513e-60,1.11323015963016e-39
0.2,0.4783333333333333,0.0009342447916666666,0.8878662558820977,0.8709803227397028,-92.45562130177515,1.183013512996600232114016e-81,1.47832392817040050506011e-165,-80.92701029460594,-3.7518866901619163,2.596309797797919e-43,1.3805733400611111e-58,3.421650691051453e-38
0.2,0.5466666666666666,0.0010677083333333333,0.8722470015047589,0.8782674877960427,-92.45562130177515,1.162202057589991303239287e-81,1.661838740694910429275472e-165,-80.93471836001135,-3.7627257731740307,4.956241214913146e-42,2.604768532528851e-57,6.684187795940081e-37
0.2,0.615,0.001201171875,0.8567312702567942,0.885555728665116,-92.45562130177515,1.141528538792805161312237e-81,1.838918522197305140942709e-165,-80.94251322645556,-3.773564371946287,6.692550430425756e-41,3.4754427522163407e-56,9.237750832767461e-36
0.2,0.6833333333333333,0.0013346354166666667,0.841320189816246,0.8928450487982766,-92.45562130177515,1.120994459149319906709756e-81,2.0097199959888132584633e-165,-80.9503965340302,-3.7844024815195483,6.877841001348869e-40,3.528248211957227e-55,9.717809740734697e-35
0.2,0.7516666666666666,0.0014680989583333332,0.826014864094194,0.9001354516459651,-92.45562130177515,1.100601289536163155616063e-81,2.174398037931272878678508e-165,-80.95836998267686,-3.7952400969306113,5.667613848332967e-39,2.871316680852197e-54,8.198293644677198e-34
0.2,0.82,0.0016015625,0.8108163731751468,0.9074269406577001,-92.45562130177515,1.080350469082889109305306e-81,2.333105650348223123710466e-165,-80.96643533516311,-3.806077213212197,3.891996748487081e-38,1.946753739334762e-53,5.7646107525604054e-33
0.2,0.8883333333333333,0.0017350260416666666,0.795725773262112,0.9147195192820714,-92.45562130177515,1.06024340509878827456422e-81,2.485993937327362383643673e-165,-80.97459442024822,-3.8169138253929393,2.293396020283894e-37,1.1322899034995903e-52,3.478726894380753e-32
0.2,0.9566666666666666,0.0018684895833333331,0.780744096626336,0.9220131909667306,-92.45562130177515,1.040281473005919080739084e-81,2.633212081406119225826805e-165,-80.98284913605313,-3.827749928497372,1.1863158387292013e-36,5.7796247985984986e-52,1.8431344055635265e-31
0.2,1.025,0.002001953125,0.7658723515617039,0.9293079591583843,-92.45562130177515,1.020466016278350218018622e-81,2.774907321631357413000314e-165,-80.99120145365103,-3.838585517545922,5.4849058429477645e-36,2.6361385750223437e-51,8.730017760578644e-31
0.2,1.0933333333333333,0.0021354166666666665,0.7511115223437919,0.9366038273027848,-92.45562130177515,1.000798346387600506232531e-81,2.911224932983539329649448e-165,-80.99965342089591,-3.8494205875548926,2.2998552828734204e-35,1.0901255855024097e-50,3.750696460148239e-30
0.2,1.1616666666666666,0.0022688802083333333,0.7364625691935595,0.9439007988447236,-92.45562130177515,9.81279742754261914676875e-82,3.042308207154983094598813e-165,-81.0082071665083,-3.860255133536458,8.850339473662666e-35,4.136073663963088e-50,1.479160719849569e-29
0.2,1.23,0.00240234375,0.7219264282456717,0.9511988772280215,-92.45562130177515,9.619114527057909341671502e-82,3.168298434671170270116985e-165,-81.01686490443952,-3.8710891504986478,3.1566531374745215e-34,1.4540551946160874e-49,5.407634780537541e-29
0.2,1.2983333333333333,0.0025358072916666667,0.7075040115214376,0.9584980658955224,-92.45562130177515,9.426946914404515238832312e-82,3.289334888343409627486113e-165,-81.02562893853712,-3.8819226334453396,1.052171303754737e-33,4.775705011217427e-49,1.8478876585382328e-28
0.2,1.3666666666666667,0.0026692708333333334,0.6931962069063525,0.9657983682890838,-92.45562130177515,9.236306419973916597591375e-82,3.405554808040520832261115e-165,-81.03450166753741,-3.8927555773762452,3.30044254393897e-33,1.4756704403983165e-48,5.943689420673417e-28
0.2,1.4349999999999998,0.0028027343749999997,0.6790038781322297,0.9730997878495694,-92.45562130177515,9.047204552328353725019388e-82,3.517093386766570501235324e-165,-81.04348559041247,-3.903587977286901,9.801073191867104e-33,4.3154279421599885e-48,1.8102614383148787e-27
0.2,1.5033333333333332,0.0029361979166666664,0.6649278647639061,0.980402328016841,-92.45562130177515,8.859652498023690323177526e-82,3.624083758031096820565716e-165,-81.05258331210284,-3.914419828168657,2.7696138980823156e-32,1.200513333257767e-47,5.247619902910569e-27
0.2,1.5716666666666665,0.003069661458333333,0.6509689821905068,0.9877059922297501,-92.45562130177515,8.673661121493024000522621e-82,3.726656984497649449721071e-165,-81.06179754966945,-3.925251125008665,7.480669820572603e-32,3.1911538412061966e-47,1.454299178409772e-26
0.2,1.64,0.003203125,0.6371280216212517,0.9950107839261302,-92.45562130177515,8.489240964990800699434322e-82,3.824942047895918807927202e-165,-81.07113113890242,-3.9360818627898677,1.9387536612984114e-31,8.136707847912364e-47,3.868153742552386e-26
0.2,1.7083333333333333,0.0033365885416666665,0.6234057500857847,1.0023167065427883,-92.45562130177515,8.306402248597216743422338e-82,3.919065840182148425316458e-165,-81.0805870414279,-3.9469120364909887,4.837766164864037e-31,1.9968542666729046e-46,9.908197064779839e-26
0.2,1.7766666666666666,0.0034700520833333332,0.60980291043901,1.0096237635154972,-92.45562130177515,8.125154870282646310574288e-82,4.009153155932003211129436e-165,-81.09016835235916,-3.9577416410865203,1.1657697168186723e-30,4.730895232785556e-46,2.4515193100152623e-25
0.2,1.845,0.003603515625,0.5963202213704135,1.0169319582789869,-92.45562130177515,7.945508406031849415647773e-82,4.095326685949527793748466e-165,-81.09987830854219,-3.9685706715467126,2.720097589591421e-30,1.084912479473807e-45,5.874722393274642e-25
0.2,1.913333333333333,0.0037369791666666662,0.582958377417851,1.024241294266937,-92.45562130177515,7.76747211002768551478937e-82,4.177707012075334035450452e-165,-81.10972029745281,-3.979399122837563,6.160164010418731e-30,2.41395697751024e-45,1.3667419763824e-24
0.2,1.9816666666666665,0.003870442708333333,0.5697180489857805,1.0315517749119685,-92.45562130177515,7.591054914894046896051645e-82,4.256412603176668276713355e-165,-81.11969786680778,-3.990226989920806,1.3569385950346235e-29,5.2223798791733127e-45,3.0935748612505354e-24
0.2,2.05,0.00400390625,0.5565998823679188,1.0388634036456348,-92.45562130177515,7.416265431997739888133405e-82,4.331559812301527852453786e-165,-81.12981473495996,-4.0010542677539,2.912854675049979e-29,1.1006228068315693e-44,6.825650961463131e-24
0.2,2.118333333333333,0.004137369791666666,0.543604499774298,1.046176183898415,-92.45562130177515,7.243111951808988501233282e-82,4.403262874978564339681467e-165,-81.14007480215575,-4.011880951290017,6.104042259111744e-29,2.263525011056362e-44,1.470585560035941e-23
0.2,2.1866666666666665,0.004270833333333333,0.5307324993626985,1.0534901190997041,-92.45562130177515,7.071602444320258734652546e-82,4.471633908644060794379085e-165,-81.15048216274204,-4.022707035478033,1.2506474213976725e-28,4.549706888244109e-44,3.098718102105184e-23
0.2,2.255,0.004404296875,0.5179844552744357,1.0608052126778071,-92.45562130177515,6.901744559523091518984021e-82,4.53678291317685589515078e-165,-81.16104111842073,-4.033532515262515,2.508923281670676e-28,8.950456161863037e-44,6.394996235124766e-23
